counterparty_id,connected_customers,transaction_count,total_amount,high_risk_geo_transactions,network_review_flag
CP02270,2,2,21858.78,1,0
CP02271,2,2,64479.7,1,0
CP02272,1,1,5450.19,0,0
CP02273,3,3,50651.35,2,0
CP02274,4,4,34236.11,3,0
CP02275,7,7,158793.09,4,1
CP02276,4,4,38859.38,1,0
CP02277,4,4,48896.89,3,0
CP02278,2,2,24073.25,0,0
CP02279,5,5,72354.01999999999,2,1
CP02280,6,6,29367.269999999997,3,1
CP02281,3,3,8725.77,1,0
CP02282,2,2,13197.3,0,0
CP02283,6,6,45727.7,2,1
CP02284,5,5,28383.61,1,0
CP02285,5,5,93287.19,1,0
CP02286,6,6,100772.49,2,1
CP02287,3,3,42023.020000000004,3,0
CP02288,5,5,47723.25,3,1
CP02289,4,4,40432.17,3,0
CP02290,4,4,28026.13,1,0
CP02291,3,3,8636.48,0,0
CP02292,5,5,61878.72,2,1
CP02293,2,2,6529.54,0,0
CP02294,4,4,47135.99,3,0
CP02295,5,5,52566.590000000004,3,1
CP02296,1,1,35667.32,1,0
CP02297,4,4,33292.25,2,0
CP02298,5,5,63606.880000000005,4,1
CP02299,4,4,68661.73,3,0
CP02300,4,4,17874.64,1,0
CP02301,5,5,34131.55,1,0
CP02302,6,6,26801.16,4,1
CP02303,4,4,12993.59,0,0
CP02304,4,4,94328.45,0,0
CP02305,2,2,8961.2,1,0
CP02306,5,5,28922.590000000004,1,0
CP02307,4,4,37947.81,0,0
CP02308,4,4,14276.93,2,0
CP02309,2,2,8217.17,0,0
CP02310,4,4,29398.41,2,0
CP02311,4,4,68554.32,2,0
CP02312,3,3,12767.619999999999,2,0
CP02313,3,3,10650.58,0,0
CP02314,7,7,92794.15,3,1
CP02315,4,4,18462.03,2,0
CP02316,3,3,70930.37,1,0
CP02317,7,7,69868.32,2,1
CP02318,7,7,82820.08,1,0
CP02319,6,6,38599.19,4,1
CP02320,6,6,189377.22,1,0
CP02321,5,5,32594.31,4,1
CP02322,4,4,51475.9,1,0
CP02323,5,5,61945.99,4,1
CP02324,5,5,33430.33,3,1
CP02325,6,6,65758.05,3,1
CP02326,3,3,40327.82,1,0
CP02327,4,4,61340.6,2,0
CP02328,2,2,13773.04,0,0
CP02329,7,7,41238.1,4,1
CP02330,3,3,118268.73000000001,1,0
CP02331,2,2,16250.83,2,0
CP02332,5,5,170023.18,3,1
CP02333,5,5,34868.92,4,1
CP02334,4,4,72221.28,1,0
CP02335,5,5,23310.71,3,1
CP02336,3,3,29914.039999999997,1,0
CP02337,6,6,139783.02,2,1
CP02338,5,5,34626.329999999994,0,0
CP02339,7,7,74650.54,4,1
CP02340,3,3,18186.850000000002,2,0
CP02341,6,6,30846.559999999998,2,1
CP02342,6,6,42496.11,1,0
CP02343,3,3,67150.76999999999,0,0
CP02344,8,8,36354.94,5,1
CP02345,5,5,23431.31,1,0
CP02346,4,4,51097.5,0,0
CP02347,4,4,49011.3,1,0
CP02348,4,4,37573.14,2,0
CP02349,8,8,65399.51,3,1
CP02350,2,2,1807.73,1,0
CP02351,5,5,140412.47,1,0
CP02352,4,4,37313.33,0,0
CP02353,14,14,204005.16999999998,5,1
CP02354,7,7,72833.28,4,1
CP02355,6,6,72667.73000000001,3,1
CP02356,6,6,66618.09,4,1
CP02357,9,9,326034.89,5,1
CP02358,6,6,106968.26999999999,4,1
CP02359,5,5,26723.3,3,1
CP02360,3,3,11909.779999999999,0,0
CP02361,7,7,52628.83,3,1
CP02362,10,10,133984.6,5,1
CP02363,4,4,24613.29,1,0
CP02364,4,4,59288.88,4,0
CP02365,6,6,69665.81999999999,2,1
CP02366,3,3,13654.380000000001,0,0
CP02367,3,3,24832.4,1,0
CP02368,3,3,12758.42,1,0
CP02369,5,5,66494.87999999999,1,0
CP02370,3,3,15827.13,1,0
CP02371,12,12,141965.94,6,1
CP02372,9,9,116887.26999999999,3,1
CP02373,4,4,26612.84,1,0
CP02374,4,4,41853.44,2,0
CP02375,8,8,109821.52,3,1
CP02376,9,9,158931.16999999998,3,1
CP02377,7,7,144074.03,4,1
CP02378,8,8,46995.18,4,1
CP02379,6,6,124700.05,2,1
CP02380,2,2,9962.7,0,0
CP02381,4,4,45450.979999999996,3,0
CP02382,3,3,26296.39,3,0
CP02383,4,4,43256.71,2,0
CP02384,5,5,64918.630000000005,3,1
CP02385,6,6,55534.37,4,1
CP02386,7,7,78115.21,2,1
CP02387,2,2,18061.879999999997,0,0
CP02388,2,2,30840.54,1,0
CP02389,4,4,71340.31,1,0
CP02390,3,3,54716.46,1,0
CP02391,5,5,70659.62,2,1
CP02392,6,6,125010.53,2,1
CP02393,3,3,21350.2,2,0
CP02394,1,1,5522.12,1,0
CP02395,8,8,116828.21,5,1
CP02396,6,6,45438.59,4,1
CP02397,1,1,10611.45,1,0
CP02398,3,3,45145.55,2,0
CP02399,6,6,44740.59,3,1
CP02400,4,4,71627.45,1,0
CP02401,3,3,11095.13,1,0
CP02402,2,2,3734.61,0,0
CP02403,4,4,14764.98,0,0
CP02404,1,1,5453.78,1,0
CP02405,2,2,19289.75,2,0
CP02406,5,5,26924.95,2,1
CP02407,7,7,83788.78,2,1
CP02408,7,7,218316.92,2,1
CP02409,1,1,11087.09,0,0
CP02410,3,3,34096.33,0,0
CP02411,5,5,18936.86,3,1
CP02412,3,3,33016.07,3,0
CP02413,5,5,36273.72,3,1
CP02414,4,4,38655.65,4,0
CP02415,2,2,12159.07,1,0
CP02416,6,6,38625.07,3,1
CP02417,2,2,13842.08,0,0
CP02418,5,5,45007.67,2,1
CP02419,5,5,61811.89,2,1
CP02420,6,6,143143.75,3,1
CP02421,3,3,39705.95,0,0
CP02422,8,8,92000.2,4,1
CP02423,5,5,84969.38,0,0
CP02424,2,2,5436.73,1,0
CP02425,3,3,71559.59,1,0
CP02426,4,4,44574.21,4,0
CP02427,4,4,99967.88,2,0
CP02428,5,5,13100.7,2,1
CP02429,5,5,66706.3,2,1
CP02430,3,3,66880.34,1,0
CP02431,5,5,85793.12,1,0
CP02432,1,1,6801.2,0,0
CP02433,2,2,45389.200000000004,1,0
CP02434,8,8,89661.91,2,1
CP02435,8,8,164618.51,4,1
CP02436,5,5,33708.34,4,1
CP02437,4,4,12139.0,2,0
CP02438,3,3,61763.20999999999,2,0
CP02439,6,6,50817.74,2,1
CP02440,4,4,20257.489999999998,0,0
CP02441,1,1,21202.71,1,0
CP02442,2,2,11054.05,1,0
CP02443,5,5,28065.88,2,1
CP02444,6,6,229582.62,3,1
CP02445,6,6,73632.69,3,1
CP02446,10,10,78031.5,4,1
CP02447,4,4,34290.13,1,0
CP02448,4,4,16158.130000000001,2,0
CP02449,6,6,86855.4,4,1
CP02450,7,7,122077.95999999999,5,1
CP02451,5,5,40121.81,0,0
CP02452,4,4,21791.64,2,0
CP02453,3,3,47187.909999999996,2,0
CP02454,3,3,13350.02,0,0
CP02455,6,6,117372.94,1,0
CP02456,5,5,68888.32,3,1
CP02457,5,5,77666.51,1,0
CP02458,6,6,43993.11,3,1
CP02459,3,3,47824.350000000006,1,0
CP02460,4,4,43803.59,4,0
CP02461,3,3,26055.9,1,0
CP02462,3,3,3836.06,1,0
CP02463,5,5,50055.11,2,1
CP02464,8,8,61954.76,2,1
CP02465,3,3,60952.83,1,0
CP02466,5,5,50763.66,3,1
CP02467,4,4,23536.68,2,0
CP02468,3,3,18666.59,1,0
CP02469,3,3,9788.43,1,0
CP02470,2,2,9204.14,1,0
CP02471,4,4,28439.31,2,0
CP02472,4,4,29863.56,1,0
CP02473,4,4,12409.74,1,0
CP02474,7,7,49949.740000000005,2,1
CP02475,2,2,39541.79,0,0
CP02476,2,2,30232.780000000002,0,0
CP02477,5,5,36696.130000000005,1,0
CP02478,7,7,112338.34999999999,5,1
CP02479,3,3,9742.18,0,0
CP02480,3,3,30405.81,0,0
CP02481,5,5,47708.49,3,1
CP02482,6,6,23565.3,1,0
CP02483,8,8,70064.79000000001,3,1
CP02484,5,5,49180.619999999995,3,1
CP02485,5,5,25284.13,3,1
CP02486,3,3,26054.33,1,0
CP02487,5,5,41998.06,3,1
CP02488,5,5,57995.53,2,1
CP02489,5,5,28669.19,1,0
CP02490,5,5,35845.22,2,1
CP02491,1,1,9387.36,0,0
CP02492,7,7,158914.27,3,1
CP02493,2,2,31435.45,1,0
CP02494,3,3,9166.57,0,0
CP02495,8,8,159677.52,3,1
CP02496,8,8,155665.14,6,1
CP02497,6,6,22663.92,3,1
CP02498,4,4,50899.69,1,0
CP02499,3,3,42646.09,1,0
CP02500,6,6,82147.09999999999,3,1
CP02501,5,5,65179.31,2,1
CP02502,5,5,28668.16,1,0
CP02503,4,4,15059.08,1,0
CP02504,8,8,51711.21,6,1
CP02505,2,2,23298.55,1,0
CP02506,4,4,19574.47,2,0
CP02507,2,2,108158.68,1,0
CP02508,8,8,47508.97,4,1
CP02509,4,4,20808.449999999997,2,0
CP02510,3,3,19215.64,0,0
CP02511,8,8,52853.56,4,1
CP02512,4,4,72045.28,2,0
CP02513,1,1,1043.13,1,0
CP02514,2,2,11414.81,2,0
CP02515,10,10,177117.48,7,1
CP02516,7,7,92276.56999999999,3,1
CP02517,5,5,128579.68,2,1
CP02518,3,3,12626.699999999999,1,0
CP02519,6,6,161643.97,2,1
CP02520,3,3,28063.620000000003,1,0
CP02521,4,4,52556.84,2,0
CP02522,3,3,22026.309999999998,2,0
CP02523,3,3,58660.98999999999,1,0
CP02524,6,6,32014.27,3,1
CP02525,6,6,91263.15000000001,3,1
CP02526,3,3,25192.47,0,0
CP02527,3,3,19260.15,2,0
CP02528,3,3,17740.76,1,0
CP02529,2,2,76687.72,1,0
CP02530,6,6,95148.98,2,1
CP02531,2,2,32971.65,0,0
CP02532,7,7,94551.73,2,1
CP02533,5,5,29582.81,4,1
CP02534,4,4,39250.700000000004,1,0
CP02535,6,6,49535.93,4,1
CP02536,2,2,58260.130000000005,2,0
CP02537,4,4,17470.03,0,0
CP02538,3,3,10746.64,2,0
CP02539,10,10,58357.51,5,1
CP02540,3,3,13572.34,1,0
CP02541,4,4,41745.46,3,0
CP02542,6,6,43766.68,3,1
CP02543,2,2,22045.32,0,0
CP02544,7,7,90507.95,2,1
CP02545,5,5,63637.130000000005,3,1
CP02546,3,3,18652.82,0,0
CP02547,8,8,58950.81,2,1
CP02548,9,9,70763.06999999999,5,1
CP02549,7,7,34450.37,2,1
CP02550,4,4,52860.79,1,0
CP02551,5,5,59658.340000000004,1,0
CP02552,4,4,49645.67,1,0
CP02553,5,5,87952.12,3,1
CP02554,7,7,32882.24,2,1
CP02555,4,4,35804.009999999995,1,0
CP02556,6,6,59764.06,3,1
CP02557,8,8,78422.38,2,1
CP02558,5,5,66628.39,1,0
CP02559,2,2,6014.17,2,0
CP02560,5,5,48867.9,3,1
CP02561,4,4,25841.02,0,0
CP02562,6,6,67329.12,3,1
CP02563,5,5,13986.02,3,1
CP02564,3,3,16623.97,0,0
CP02565,7,7,169235.94,0,0
CP02566,5,5,46276.42,0,0
CP02567,1,1,3120.55,0,0
CP02568,6,6,44314.509999999995,3,1
CP02569,3,3,33176.48,1,0
CP02570,7,7,50675.95,5,1
CP02571,3,3,55938.799999999996,1,0
CP02572,6,6,36477.94,4,1
CP02573,5,5,29668.420000000002,2,1
CP02574,10,10,148485.23,9,1
CP02575,2,2,6708.959999999999,0,0
CP02576,6,6,59017.99,2,1
CP02577,3,3,41186.810000000005,2,0
CP02578,5,5,50857.82,1,0
CP02579,1,1,5028.84,0,0
CP02580,1,1,6557.33,1,0
CP02581,7,7,74392.01999999999,2,1
CP02582,4,4,25762.22,0,0
CP02583,3,3,43696.6,2,0
CP02584,9,9,62371.11,6,1
CP02585,6,6,81520.75,2,1
CP02586,5,5,96876.14,3,1
CP02587,3,3,65129.16,1,0
CP02588,4,4,75669.4,3,0
CP02589,4,4,38537.45,3,0
CP02590,5,5,51686.33,1,0
CP02591,3,3,21251.66,1,0
CP02592,4,4,8214.529999999999,3,0
CP02593,11,11,158107.68,6,1
CP02594,2,2,59359.979999999996,1,0
CP02595,2,2,14401.46,0,0
CP02596,6,6,38384.880000000005,2,1
CP02597,4,4,26423.760000000002,2,0
CP02598,6,6,57955.520000000004,2,1
CP02599,2,2,10092.7,1,0
CP02600,7,7,44699.26,2,1
CP02601,5,5,44451.479999999996,2,1
CP02602,3,3,6041.21,2,0
CP02603,2,2,13318.79,1,0
CP02604,3,3,23855.65,2,0
CP02605,3,3,45191.66,0,0
CP02606,5,5,69641.52,1,0
CP02607,5,5,29943.44,1,0
CP02608,4,4,37836.4,3,0
CP02609,3,3,7916.969999999999,0,0
CP02610,3,3,37452.2,3,0
CP02611,5,5,42414.27,1,0
CP02612,5,5,14805.62,3,1
CP02613,3,3,28448.309999999998,1,0
CP02614,9,9,88018.27,6,1
CP02615,3,3,29829.52,1,0
CP02616,4,4,51981.09,1,0
CP02617,5,5,58034.240000000005,1,0
CP02618,5,5,57293.59,1,0
CP02619,2,2,17884.980000000003,1,0
CP02620,5,6,37236.07,2,1
CP02621,5,5,99827.65,0,0
CP02622,4,4,28544.690000000002,3,0
CP02623,4,4,66310.12,0,0
CP02624,4,4,18251.67,2,0
CP02625,5,5,56899.87,1,0
CP02626,2,2,17142.79,0,0
CP02627,7,7,65576.49,2,1
CP02628,8,8,130785.21,5,1
CP02629,2,2,8809.1,1,0
CP02630,4,4,82213.69,2,0
CP02631,5,5,40300.52,2,1
CP02632,5,5,106095.19,0,0
CP02633,3,3,15210.779999999999,3,0
CP02634,3,3,14358.68,2,0
CP02635,5,5,89980.0,2,1
CP02636,10,10,103446.88,4,1
CP02637,5,5,47161.82,4,1
CP02638,3,3,41204.08,1,0
CP02640,3,3,46439.54,1,0
CP02641,3,3,65757.26999999999,0,0
CP02642,3,3,36189.3,1,0
CP02643,4,4,38467.54,2,0
CP02644,2,2,33360.450000000004,0,0
CP02645,2,2,32750.61,1,0
CP02646,4,4,29531.7,1,0
CP02647,3,3,8072.889999999999,1,0
CP02648,6,6,32109.73,4,1
CP02649,8,8,35405.73,3,1
CP02650,3,3,32261.3,3,0
CP02651,2,2,147418.43000000002,1,0
CP02652,5,5,48890.58,2,1
CP02653,4,4,12280.210000000001,1,0
CP02654,6,6,87247.17,3,1
CP02655,3,3,9391.939999999999,1,0
CP02656,6,6,76641.4,1,0
CP02657,2,2,18155.31,1,0
CP02658,3,3,52519.65,2,0
CP02659,2,2,10953.39,0,0
CP02660,5,5,43381.38,1,0
CP02661,6,6,30932.68,2,1
CP02662,7,7,91291.23999999999,3,1
CP02663,4,4,22756.8,1,0
CP02664,6,6,80451.2,1,0
CP02665,4,4,24510.53,1,0
CP02666,5,5,61709.22,1,0
CP02667,3,3,22266.5,2,0
CP02668,4,4,43656.63,1,0
CP02669,4,4,37977.700000000004,1,0
CP02670,4,4,29079.73,2,0
CP02671,5,5,55447.96,2,1
CP02672,5,5,113170.59,1,0
CP02673,2,2,5533.75,1,0
CP02674,3,3,10347.16,3,0
CP02675,3,3,20419.1,2,0
CP02676,1,1,12317.98,0,0
CP02677,4,4,62367.34,3,0
CP02678,2,2,6684.92,1,0
CP02679,2,2,16849.19,1,0
CP02680,6,6,43214.09,1,0
CP02681,5,5,30696.93,3,1
CP02682,6,6,68708.49,3,1
CP02683,6,6,48305.12,2,1
CP02684,6,6,51183.12,2,1
CP02685,2,2,40064.55,2,0
CP02686,7,7,80391.73,3,1
CP02687,2,2,24428.89,0,0
CP02688,6,6,138801.96,2,1
CP02689,1,1,20386.29,0,0
CP02690,6,6,71731.77,4,1
CP02691,2,2,12362.77,1,0
CP02692,8,8,32566.75,3,1
CP02693,2,2,4953.54,0,0
CP02694,4,4,16945.42,2,0
CP02695,5,5,25760.02,1,0
CP02696,3,3,20357.91,0,0
CP02697,5,5,29648.18,1,0
CP02698,4,4,16042.63,1,0
CP02699,5,5,65266.65,0,0
CP02700,4,4,26628.54,1,0
CP02701,3,3,13427.13,0,0
CP02702,3,3,16165.099999999999,0,0
CP02703,1,1,6321.75,0,0
CP02704,2,2,26114.870000000003,0,0
CP02705,8,8,374982.10000000003,4,1
CP02706,4,4,47930.090000000004,2,0
CP02707,7,7,23574.32,2,1
CP02708,8,8,238163.04,3,1
CP02709,5,5,26612.04,1,0
CP02710,6,6,41502.78,2,1
CP02711,3,3,24903.79,1,0
CP02712,5,5,63591.13,1,0
CP02713,6,6,39986.4,3,1
CP02714,1,1,6643.83,1,0
CP02715,6,6,39864.41,2,1
CP02716,4,4,136690.05000000002,2,0
CP02717,7,7,53714.1,3,1
CP02718,5,5,85903.52,4,1
CP02719,5,5,86763.97,3,1
CP02720,1,1,5451.55,0,0
CP02721,5,5,50491.14,2,1
CP02722,3,3,8561.29,1,0
CP02723,3,3,27060.04,1,0
CP02724,5,5,66246.2,3,1
CP02725,7,7,83374.39,1,0
CP02726,6,6,83389.44,2,1
CP02727,3,3,15048.05,1,0
CP02728,8,8,61890.25,4,1
CP02729,4,4,18543.78,3,0
CP02730,3,3,15294.09,2,0
CP02731,6,6,88700.37,3,1
CP02732,4,4,44515.84,1,0
CP02733,6,6,255551.46000000002,4,1
CP02734,13,13,167522.55,3,1
CP02735,5,5,22794.940000000002,3,1
CP02736,6,6,52836.58,2,1
CP02737,6,6,34768.05,1,0
CP02738,8,8,63233.83,2,1
CP02739,6,6,84264.01999999999,2,1
CP02740,3,3,33832.52,0,0
CP02741,5,5,33956.43,3,1
CP02742,10,10,195276.59,2,1
CP02743,2,2,8070.89,1,0
CP02744,5,5,16993.77,1,0
CP02745,4,4,60195.41,1,0
CP02746,4,4,20955.77,2,0
CP02747,6,6,75628.43,2,1
CP02748,1,1,4271.13,0,0
CP02749,2,2,38652.270000000004,1,0
CP02750,4,4,23819.36,3,0
CP02751,4,4,56668.020000000004,2,0
CP02752,6,6,64297.89,3,1
CP02753,2,2,13558.95,2,0
CP02754,5,5,61638.48,3,1
CP02755,7,7,93038.11,3,1
CP02756,4,4,69723.85,0,0
CP02757,10,10,98286.36,4,1
CP02758,6,6,27580.64,3,1
CP02759,4,4,62636.08,3,0
CP02760,7,7,68031.72,3,1
CP02761,3,3,8434.94,1,0
CP02762,1,1,23255.14,1,0
CP02763,2,2,27812.13,1,0
CP02764,2,2,13053.06,1,0
CP02765,3,3,21420.77,0,0
CP02766,5,5,25205.129999999997,3,1
CP02767,7,7,50968.03,3,1
CP02768,2,2,7905.780000000001,0,0
CP02769,7,7,118318.43,2,1
CP02770,2,2,15871.22,1,0
CP02771,2,2,13404.02,1,0
CP02772,7,7,135415.93,2,1
CP02773,4,4,32931.0,3,0
CP02774,2,2,8549.48,2,0
CP02775,4,4,26352.05,0,0
CP02776,5,5,39621.29,1,0
CP02777,2,2,8493.04,1,0
CP02778,6,6,101215.24,1,0
CP02779,4,4,28206.75,0,0
CP02780,7,7,46656.88,2,1
CP02781,3,3,39774.71,2,0
CP02782,5,5,78869.4,3,1
CP02783,5,5,35445.08,3,1
CP02784,3,3,35060.03,1,0
CP02785,5,5,50438.06,1,0
CP02787,4,4,86672.8,1,0
CP02788,4,4,60371.11,1,0
CP02789,5,5,67215.83,2,1
CP02790,4,4,73817.08,1,0
CP02791,2,2,3615.4700000000003,1,0
CP02792,5,5,47781.22,0,0
CP02793,1,1,5381.99,0,0
CP02794,3,3,5424.54,1,0
CP02795,8,8,130367.01,4,1
CP02796,1,1,9857.35,1,0
CP02797,2,2,22766.05,1,0
CP02798,5,5,41351.549999999996,2,1
CP02799,4,4,51600.259999999995,2,0
CP02800,5,5,63447.6,1,0
CP02801,1,1,2907.77,1,0
CP02802,9,9,52588.08,3,1
CP02803,8,8,85045.25,5,1
CP02804,7,7,15116.130000000001,3,1
CP02805,6,6,60614.58,4,1
CP02806,5,5,30375.29,2,1
CP02807,5,5,57060.75,2,1
CP02808,2,2,14437.27,0,0
CP02809,6,6,111941.68999999999,0,0
CP02810,5,5,55404.04,3,1
CP02811,3,3,79764.11,2,0
CP02812,4,4,24136.45,2,0
CP02813,5,5,42190.700000000004,3,1
CP02814,7,7,61870.84,4,1
CP02815,2,2,34946.82,1,0
CP02816,4,4,37351.4,1,0
CP02817,6,6,35373.01,2,1
CP02818,7,7,185043.7,2,1
CP02819,6,6,415408.4,1,0
CP02820,4,4,46939.420000000006,0,0
CP02821,4,4,47198.67,1,0
CP02822,2,2,15387.439999999999,2,0
CP02823,5,5,57430.27,1,0
CP02824,8,8,65384.22,2,1
CP02825,4,4,14844.34,3,0
CP02826,8,8,62803.24,2,1
CP02827,6,6,74650.42,4,1
CP02828,1,1,7958.65,1,0
CP02829,4,4,15096.82,1,0
CP02830,2,2,11265.32,2,0
CP02831,3,3,33005.52,1,0
CP02832,6,6,83753.66,2,1
CP02833,7,7,99732.3,1,0
CP02834,3,3,17348.75,2,0
CP02835,7,7,150165.4,6,1
CP02836,11,11,284438.09,9,1
CP02837,3,3,37426.619999999995,1,0
CP02838,2,2,11074.46,0,0
CP02839,8,8,40272.21,1,0
CP02840,5,5,46952.49,1,0
CP02841,5,5,63959.36,2,1
CP02842,2,2,25264.14,1,0
CP02843,4,4,36762.119999999995,1,0
CP02844,7,7,45081.37,3,1
CP02845,3,3,17627.88,1,0
CP02846,10,10,87028.58,5,1
CP02847,6,6,57627.810000000005,4,1
CP02848,6,6,27372.61,1,0
CP02849,8,8,89750.1,2,1
CP02851,5,5,111136.86,2,1
CP02852,6,6,82687.51,3,1
CP02853,6,6,56602.76,5,1
CP02854,1,1,2876.39,0,0
CP02855,2,2,14957.869999999999,1,0
CP02856,5,6,16824.58,0,0
CP02857,4,4,12717.779999999999,1,0
CP02858,4,4,34810.58,0,0
CP02859,12,12,115940.20000000001,6,1
CP02860,6,6,192167.68999999997,3,1
CP02861,3,3,18327.84,2,0
CP02862,5,5,57193.45,4,1
CP02863,7,7,96757.63,4,1
CP02864,1,1,17249.07,1,0
CP02865,5,5,79628.23999999999,2,1
CP02866,4,4,46597.270000000004,2,0
CP02867,2,2,17294.95,1,0
CP02868,6,6,122651.56999999999,6,1
CP02869,1,1,3100.69,1,0
CP02870,3,3,9077.46,1,0
CP02871,6,6,100693.73999999999,3,1
CP02872,2,2,27822.66,1,0
CP02873,6,6,60730.09,3,1
CP02874,8,8,39723.64,4,1
CP02875,8,8,59340.2,2,1
CP02876,3,3,33312.799999999996,0,0
CP02877,10,10,122507.79000000001,3,1
CP02878,4,4,48808.97,1,0
CP02879,5,5,22823.71,1,0
CP02880,7,7,73120.66,3,1
CP02881,8,8,44200.89,5,1
CP02882,8,8,57694.340000000004,3,1
CP02883,5,5,32187.86,2,1
CP02884,2,2,12407.650000000001,1,0
CP02885,6,6,106199.35,4,1
CP02886,3,3,50500.9,1,0
CP02887,5,5,42110.81,3,1
CP02888,3,3,23901.48,0,0
CP02889,4,4,74910.81,1,0
CP02890,4,4,23821.41,0,0
CP02891,5,5,23566.94,2,1
CP02892,5,5,60097.770000000004,3,1
CP02893,4,4,40565.19,0,0
CP02894,2,2,14614.79,1,0
CP02895,6,6,69266.79,4,1
CP02896,3,3,31886.41,2,0
CP02897,2,2,6734.91,1,0
CP02898,5,5,52744.97,2,1
CP02899,8,8,54173.92,3,1
CP02900,4,4,21623.91,3,0
CP02901,7,7,99600.02,2,1
CP02902,3,3,61991.270000000004,1,0
CP02903,5,6,86001.17,4,1
CP02904,5,5,119598.7,2,1
CP02905,7,7,71861.06,3,1
CP02906,6,6,65920.42,3,1
CP02907,4,4,103315.84,1,0
CP02908,4,4,632673.9400000001,0,0
CP02909,2,2,20850.18,1,0
CP02910,5,5,36102.56,3,1
CP02911,4,4,17227.760000000002,1,0
CP02912,2,2,29213.56,2,0
CP02913,2,2,11227.92,2,0
CP02914,5,5,67243.38,3,1
CP02915,7,7,53565.77,3,1
CP02916,2,2,2920.08,2,0
CP02917,3,3,22045.66,3,0
CP02918,3,3,32568.339999999997,2,0
CP02919,6,6,159025.1,4,1
CP02920,7,7,65397.729999999996,3,1
CP02921,5,5,17318.65,1,0
CP02922,1,1,6953.68,0,0
CP02923,5,5,37685.43,3,1
CP02924,3,3,33506.840000000004,2,0
CP02925,6,6,84373.23,3,1
CP02926,8,8,62889.07000000001,1,0
CP02927,8,8,112885.68,3,1
CP02928,3,3,35003.03,2,0
CP02929,1,1,6991.35,0,0
CP02930,4,4,39521.35,2,0
CP02931,4,4,43604.53,1,0
CP02932,4,4,33011.200000000004,2,0
CP02933,7,7,189540.91999999998,4,1
CP02934,7,7,71316.23,3,1
CP02935,5,5,92243.35,3,1
CP02936,7,7,14594.61,2,1
CP02937,3,3,41264.130000000005,3,0
CP02938,7,7,69122.04,2,1
CP02939,4,4,20094.7,2,0
CP02940,3,3,15220.5,3,0
CP02941,7,7,121690.59999999999,2,1
CP02942,7,7,64315.58,2,1
CP02943,7,7,75139.87,3,1
CP02944,1,1,4582.54,0,0
CP02945,4,4,18969.32,1,0
CP02946,4,4,68799.9,0,0
CP02947,2,2,49069.71000000001,0,0
CP02948,4,4,52117.46,1,0
CP02949,1,1,8679.96,0,0
CP02950,7,7,32548.510000000002,3,1
CP02951,2,2,22577.43,1,0
CP02952,5,5,50347.5,1,0
CP02953,7,7,25684.28,5,1
CP02954,7,7,79150.48000000001,4,1
CP02955,2,2,22444.02,1,0
CP02957,4,4,43310.14,2,0
CP02958,5,5,111185.61,2,1
CP02959,5,5,30057.35,3,1
CP02960,3,3,33651.07,2,0
CP02961,5,5,64363.939999999995,2,1
CP02962,4,4,138698.45,3,0
CP02963,3,3,11629.880000000001,0,0
CP02964,1,1,25184.72,0,0
CP02965,7,7,116370.29,3,1
CP02966,7,7,137499.56,4,1
CP02967,7,7,43050.520000000004,4,1
CP02968,3,3,51072.57000000001,1,0
CP02969,5,5,20982.46,2,1
CP02970,6,6,97228.3,5,1
CP02971,7,7,98216.43,2,1
CP02972,10,10,73980.41,3,1
CP02973,6,6,123672.4,1,0
CP02974,7,7,88917.5,3,1
CP02975,7,7,110165.94,3,1
CP02976,6,6,70528.82,2,1
CP02977,4,4,59595.25,3,0
CP02978,2,2,31950.72,2,0
CP02979,6,6,90161.51,2,1
CP02980,7,7,35862.619999999995,6,1
CP02981,7,7,57766.28,2,1
CP02982,2,2,13060.19,0,0
CP02983,4,4,28073.17,4,0
CP02984,2,2,19351.18,1,0
CP02985,6,6,54723.92,3,1
CP02986,4,4,28871.97,2,0
CP02987,4,4,30151.079999999998,1,0
CP02988,4,4,63108.869999999995,0,0
CP02989,8,8,66860.36,6,1
CP02990,3,3,27124.71,0,0
CP02991,10,10,184461.53,5,1
CP02992,8,8,59480.96,6,1
CP02993,5,5,63912.94,0,0
CP02995,2,2,27388.07,0,0
CP02996,5,5,57664.810000000005,1,0
CP02997,3,3,60460.89,1,0
CP02998,4,4,34058.59,2,0
CP02999,5,5,51942.11,4,1
CP03000,3,3,21057.91,2,0
CP03001,6,6,60040.68,2,1
CP03002,1,1,8349.63,1,0
CP03003,3,3,50417.43,1,0
CP03004,6,6,78487.11,1,0
CP03005,6,6,62831.81,1,0
CP03006,8,8,120214.94,5,1
CP03007,8,8,140865.09,3,1
CP03008,8,8,90814.54000000001,2,1
CP03009,4,4,79901.73,0,0
CP03010,5,5,81706.53,3,1
CP03011,3,3,41792.85,2,0
CP03012,3,3,28977.980000000003,0,0
CP03013,4,4,23202.52,2,0
CP03014,3,3,18034.29,1,0
CP03015,4,4,342952.43,1,0
CP03016,1,1,11096.2,1,0
CP03017,5,5,53224.96,3,1
CP03018,6,6,43403.91,1,0
CP03019,8,8,153590.44999999998,3,1
CP03020,4,4,64611.7,3,0
CP03021,9,9,136326.4,5,1
CP03022,8,8,66390.93,2,1
CP03023,4,4,23537.99,2,0
CP03024,3,3,18355.39,2,0
CP03025,4,4,38320.869999999995,1,0
CP03026,4,4,22902.62,2,0
