alert_id,customer_id,alert_date,risk_category,risk_driver,risk_score,alert_amount,disposition,escalated_flag,month
FCA00725,CUST10881,2026-04-03,Transaction Monitoring,High-Risk Wire,56.0,2746.59,Closed - Explained,0,2026-04
FCA00726,CUST10900,2026-06-29,Transaction Monitoring,Unusual Volume,50.0,42891.43,Escalated,1,2026-06
FCA00727,CUST10996,2026-07-05,Fraud,Velocity Spike,46.0,55143.2,Escalated,1,2026-07
FCA00728,CUST11035,2026-01-18,Transaction Monitoring,Rapid Movement,86.0,47200.24,Closed - Explained,0,2026-01
FCA00729,CUST11066,2026-09-28,Sanctions,Name Match,62.0,194836.01,Closed - Explained,0,2026-09
FCA00730,CUST10225,2026-02-01,Sanctions,Watchlist Exposure,60.0,163659.07,Escalated,1,2026-02
FCA00731,CUST10741,2026-03-08,Transaction Monitoring,Structuring,54.0,51030.86,Closed - Explained,0,2026-03
FCA00732,CUST10061,2026-01-04,Fraud,Suspicious Merchant,76.0,5666.73,Closed - Explained,0,2026-01
FCA00733,CUST10613,2026-01-08,Transaction Monitoring,High-Risk Wire,36.0,108712.98,Closed - Explained,0,2026-01
FCA00734,CUST10796,2026-04-08,Sanctions,High-Risk Geography,33.0,60534.92,Escalated,1,2026-04
FCA00735,CUST10436,2026-05-12,Transaction Monitoring,Unusual Volume,39.0,7915.4,Escalated,1,2026-05
FCA00736,CUST10449,2026-01-26,Transaction Monitoring,Structuring,40.0,23348.53,Escalated,1,2026-01
FCA00737,CUST10952,2026-04-27,KYC/EDD,Source of Funds,100.0,112429.71,Closed - Explained,0,2026-04
FCA00738,CUST10325,2026-06-30,Sanctions,Name Match,51.0,72011.09,Closed - Explained,0,2026-06
FCA00739,CUST10394,2026-03-21,Transaction Monitoring,Unusual Volume,59.0,7143.59,Closed - Explained,0,2026-03
FCA00740,CUST10922,2026-09-14,Fraud,Account Takeover,50.0,57488.84,Closed - Explained,0,2026-09
FCA00741,CUST10131,2026-04-07,KYC/EDD,Adverse Media,79.0,54901.57,Closed - Explained,0,2026-04
FCA00742,CUST10646,2026-04-20,Fraud,Suspicious Merchant,85.0,24861.76,Escalated,1,2026-04
FCA00743,CUST11130,2026-06-23,Sanctions,Watchlist Exposure,58.0,37161.76,Closed - Explained,0,2026-06
FCA00744,CUST10121,2026-07-03,Fraud,Geo Anomaly,42.0,8661.39,Closed - Explained,0,2026-07
FCA00745,CUST10438,2026-07-31,Transaction Monitoring,High-Risk Wire,48.0,36017.58,Closed - Explained,0,2026-07
FCA00746,CUST10587,2026-05-29,KYC/EDD,Adverse Media,93.0,59414.87,Escalated,1,2026-05
FCA00747,CUST10716,2026-07-24,Sanctions,Watchlist Exposure,79.0,111801.09,Closed - Explained,0,2026-07
FCA00748,CUST10763,2026-02-19,KYC/EDD,Adverse Media,25.0,106947.18,Closed - Explained,0,2026-02
FCA00749,CUST10491,2026-08-22,Fraud,Account Takeover,75.0,62568.09,Closed - Explained,0,2026-08
FCA00750,CUST10643,2026-04-10,Transaction Monitoring,Unusual Volume,41.0,28731.32,Escalated,1,2026-04
FCA00751,CUST10978,2026-05-18,KYC/EDD,Adverse Media,49.0,15831.56,Closed - Explained,0,2026-05
FCA00752,CUST10342,2026-02-02,Sanctions,High-Risk Geography,52.0,13745.94,Escalated,1,2026-02
FCA00753,CUST11081,2026-08-13,Sanctions,High-Risk Geography,58.0,12145.63,Escalated,1,2026-08
FCA00754,CUST11158,2026-04-06,Transaction Monitoring,Rapid Movement,45.0,266222.86,Closed - Explained,0,2026-04
FCA00755,CUST10517,2026-06-02,Fraud,Suspicious Merchant,41.0,29409.31,Escalated,1,2026-06
FCA00756,CUST10901,2026-06-11,Fraud,Geo Anomaly,66.0,17052.6,Escalated,1,2026-06
FCA00757,CUST10415,2026-08-02,Transaction Monitoring,Unusual Volume,100.0,11434.55,Escalated,1,2026-08
FCA00758,CUST10341,2026-01-19,Transaction Monitoring,High-Risk Wire,61.0,3761.8,Closed - Explained,0,2026-01
FCA00759,CUST10276,2026-09-10,Sanctions,Name Match,44.0,39289.34,Closed - Explained,0,2026-09
FCA00760,CUST10470,2026-04-05,Transaction Monitoring,Structuring,47.0,224795.96,Escalated,1,2026-04
FCA00761,CUST10896,2026-01-16,KYC/EDD,Adverse Media,84.0,7654.07,Closed - Explained,0,2026-01
FCA00762,CUST11096,2026-01-07,Transaction Monitoring,Rapid Movement,67.0,280643.51,Escalated,1,2026-01
FCA00763,CUST10328,2026-09-18,Transaction Monitoring,Unusual Volume,80.0,58955.44,Escalated,1,2026-09
FCA00764,CUST10225,2026-09-01,Transaction Monitoring,Unusual Volume,83.0,39278.97,Closed - Explained,0,2026-09
FCA00765,CUST10216,2026-01-08,KYC/EDD,Source of Funds,81.0,3815.84,Escalated,1,2026-01
FCA00766,CUST10728,2026-05-18,Sanctions,Watchlist Exposure,41.0,17426.89,Closed - Explained,0,2026-05
FCA00767,CUST10258,2026-07-02,Transaction Monitoring,Unusual Volume,93.0,16059.04,Escalated,1,2026-07
FCA00768,CUST11145,2026-06-11,Fraud,Velocity Spike,51.0,66294.8,Closed - Explained,0,2026-06
FCA00769,CUST10964,2026-06-25,Sanctions,Watchlist Exposure,46.0,14909.91,Escalated,1,2026-06
FCA00770,CUST10435,2026-05-22,KYC/EDD,Adverse Media,52.0,123418.89,Closed - Explained,0,2026-05
FCA00771,CUST10380,2026-07-29,Fraud,Velocity Spike,38.0,46846.69,Escalated,1,2026-07
FCA00772,CUST11171,2026-08-23,KYC/EDD,KYC Refresh,50.0,20476.17,Closed - Explained,0,2026-08
FCA00773,CUST10463,2026-03-12,Fraud,Account Takeover,6.0,58659.13,Closed - Explained,0,2026-03
FCA00774,CUST10406,2026-03-07,Fraud,Account Takeover,65.0,53163.93,Closed - Explained,0,2026-03
FCA00775,CUST11004,2026-09-09,KYC/EDD,Source of Funds,59.0,27855.15,Closed - Explained,0,2026-09
FCA00776,CUST10398,2026-06-01,Transaction Monitoring,Structuring,61.0,19188.94,Escalated,1,2026-06
FCA00777,CUST10903,2026-05-16,Transaction Monitoring,Rapid Movement,97.0,45266.31,Closed - Explained,0,2026-05
FCA00778,CUST11158,2026-01-23,Transaction Monitoring,High-Risk Wire,49.0,25030.81,Closed - Explained,0,2026-01
FCA00779,CUST10868,2026-07-20,Transaction Monitoring,High-Risk Wire,39.0,2832.19,Closed - Explained,0,2026-07
FCA00780,CUST10958,2026-06-10,KYC/EDD,PEP Exposure,83.0,29495.2,Escalated,1,2026-06
FCA00781,CUST10795,2026-03-18,Transaction Monitoring,Unusual Volume,30.0,22331.2,Closed - Explained,0,2026-03
FCA00782,CUST10538,2026-05-03,Transaction Monitoring,Rapid Movement,68.0,16731.31,Escalated,1,2026-05
FCA00783,CUST10510,2026-09-07,Transaction Monitoring,High-Risk Wire,72.0,108087.44,Escalated,1,2026-09
FCA00784,CUST10657,2026-01-10,Transaction Monitoring,Rapid Movement,28.0,45860.87,Closed - Explained,0,2026-01
FCA00785,CUST10576,2026-08-25,Sanctions,Name Match,50.0,3778.12,Closed - Explained,0,2026-08
FCA00786,CUST10912,2026-04-27,KYC/EDD,PEP Exposure,66.0,17344.87,Escalated,1,2026-04
FCA00787,CUST10534,2026-08-13,Fraud,Geo Anomaly,76.0,31445.87,Escalated,1,2026-08
FCA00788,CUST10711,2026-01-20,KYC/EDD,Source of Funds,68.0,80949.58,Closed - Explained,0,2026-01
FCA00789,CUST11183,2026-06-02,Fraud,Suspicious Merchant,27.0,33529.57,Closed - Explained,0,2026-06
FCA00790,CUST11043,2026-03-14,Transaction Monitoring,Structuring,15.0,6560.41,Closed - Explained,0,2026-03
FCA00791,CUST10386,2026-09-08,Transaction Monitoring,Structuring,69.0,15264.1,Escalated,1,2026-09
FCA00792,CUST10398,2026-03-27,Fraud,Velocity Spike,47.0,10473.88,Closed - Explained,0,2026-03
FCA00793,CUST10095,2026-05-10,Transaction Monitoring,Unusual Volume,83.0,13415.95,Escalated,1,2026-05
FCA00794,CUST11190,2026-04-24,Transaction Monitoring,Structuring,62.0,55942.89,Closed - Explained,0,2026-04
FCA00795,CUST10829,2026-03-29,KYC/EDD,Source of Funds,28.0,7358.33,Closed - Explained,0,2026-03
FCA00796,CUST10779,2026-07-18,Transaction Monitoring,High-Risk Wire,17.0,60980.62,Closed - Explained,0,2026-07
FCA00797,CUST10924,2026-05-09,Fraud,Geo Anomaly,84.0,7401.99,Escalated,1,2026-05
FCA00798,CUST10100,2026-01-09,KYC/EDD,Source of Funds,92.0,25858.87,Escalated,1,2026-01
FCA00799,CUST10664,2026-09-02,Sanctions,Name Match,58.0,25192.94,Closed - Explained,0,2026-09
FCA00800,CUST11185,2026-08-27,Transaction Monitoring,Unusual Volume,5.0,3637.65,Closed - Explained,0,2026-08
FCA00801,CUST10770,2026-09-13,Transaction Monitoring,Rapid Movement,58.0,199249.19,Escalated,1,2026-09
FCA00802,CUST10742,2026-08-08,Fraud,Geo Anomaly,77.0,23543.16,Escalated,1,2026-08
FCA00803,CUST10765,2026-07-17,Fraud,Geo Anomaly,39.0,14093.76,Escalated,1,2026-07
FCA00804,CUST11027,2026-05-08,Transaction Monitoring,High-Risk Wire,20.0,10770.68,Closed - Explained,0,2026-05
FCA00805,CUST11165,2026-06-11,Fraud,Account Takeover,53.0,8550.15,Closed - Explained,0,2026-06
FCA00806,CUST10230,2026-05-06,Sanctions,High-Risk Geography,68.0,8345.75,Escalated,1,2026-05
FCA00807,CUST10771,2026-09-06,Sanctions,Name Match,85.0,24192.67,Closed - Explained,0,2026-09
FCA00808,CUST10206,2026-06-10,Transaction Monitoring,Unusual Volume,70.0,31992.57,Closed - Explained,0,2026-06
FCA00809,CUST10961,2026-08-22,Fraud,Suspicious Merchant,62.0,26292.44,Closed - Explained,0,2026-08
FCA00810,CUST10027,2026-06-10,KYC/EDD,Source of Funds,68.0,22687.21,Closed - Explained,0,2026-06
FCA00811,CUST11153,2026-09-01,Fraud,Suspicious Merchant,60.0,18728.99,Closed - Explained,0,2026-09
FCA00812,CUST10988,2026-06-06,Transaction Monitoring,High-Risk Wire,77.0,15026.56,Escalated,1,2026-06
FCA00813,CUST10849,2026-04-09,Transaction Monitoring,Rapid Movement,52.0,79189.76,Escalated,1,2026-04
FCA00814,CUST10918,2026-08-14,Fraud,Suspicious Merchant,44.0,10927.32,Closed - Explained,0,2026-08
FCA00815,CUST10245,2026-01-26,Transaction Monitoring,Unusual Volume,46.0,72458.67,Escalated,1,2026-01
FCA00816,CUST10001,2026-08-21,Transaction Monitoring,Rapid Movement,61.0,41026.71,Escalated,1,2026-08
FCA00817,CUST10716,2026-04-30,Fraud,Geo Anomaly,36.0,101363.81,Closed - Explained,0,2026-04
FCA00818,CUST10724,2026-05-30,KYC/EDD,PEP Exposure,66.0,65821.48,Escalated,1,2026-05
FCA00819,CUST11036,2026-05-12,Transaction Monitoring,Structuring,57.0,26272.28,Closed - Explained,0,2026-05
FCA00820,CUST10274,2026-09-19,Transaction Monitoring,Rapid Movement,28.0,27962.48,Closed - Explained,0,2026-09
FCA00821,CUST10248,2026-03-21,Transaction Monitoring,Unusual Volume,70.0,33997.98,Escalated,1,2026-03
FCA00822,CUST11045,2026-02-05,Sanctions,High-Risk Geography,43.0,14907.77,Escalated,1,2026-02
FCA00823,CUST10129,2026-03-27,Transaction Monitoring,Rapid Movement,58.0,56301.7,Escalated,1,2026-03
FCA00824,CUST10782,2026-07-05,Fraud,Geo Anomaly,42.0,6864.53,Closed - Explained,0,2026-07
FCA00825,CUST10496,2026-02-07,Transaction Monitoring,Structuring,45.0,9418.53,Closed - Explained,0,2026-02
FCA00826,CUST10407,2026-06-16,Transaction Monitoring,Unusual Volume,56.0,15726.48,Closed - Explained,0,2026-06
FCA00827,CUST10042,2026-01-12,Fraud,Geo Anomaly,39.0,37300.88,Closed - Explained,0,2026-01
FCA00828,CUST10729,2026-09-07,Fraud,Suspicious Merchant,89.0,19387.43,Escalated,1,2026-09
FCA00829,CUST10976,2026-07-31,Transaction Monitoring,High-Risk Wire,76.0,43092.8,Closed - Explained,0,2026-07
FCA00830,CUST10426,2026-01-11,Transaction Monitoring,High-Risk Wire,74.0,4495.09,Escalated,1,2026-01
FCA00831,CUST10733,2026-09-18,KYC/EDD,PEP Exposure,34.0,8202.61,Closed - Explained,0,2026-09
FCA00832,CUST10536,2026-09-18,Transaction Monitoring,Structuring,39.0,7303.91,Escalated,1,2026-09
FCA00833,CUST10302,2026-01-21,Transaction Monitoring,Structuring,53.0,158952.34,Closed - Explained,0,2026-01
FCA00834,CUST11043,2026-03-26,Transaction Monitoring,Rapid Movement,91.0,33777.26,Escalated,1,2026-03
FCA00835,CUST10400,2026-08-08,Transaction Monitoring,High-Risk Wire,73.0,21188.14,Escalated,1,2026-08
FCA00836,CUST10089,2026-04-10,Fraud,Geo Anomaly,32.0,18474.58,Closed - Explained,0,2026-04
FCA00837,CUST10979,2026-03-14,Fraud,Suspicious Merchant,34.0,38885.54,Closed - Explained,0,2026-03
FCA00838,CUST10055,2026-05-05,Transaction Monitoring,Rapid Movement,86.0,8221.78,Escalated,1,2026-05
FCA00839,CUST10734,2026-01-29,Transaction Monitoring,Structuring,54.0,24558.17,Closed - Explained,0,2026-01
FCA00840,CUST10326,2026-03-09,KYC/EDD,PEP Exposure,35.0,64132.51,Escalated,1,2026-03
FCA00841,CUST10872,2026-06-05,KYC/EDD,KYC Refresh,61.0,6358.89,Escalated,1,2026-06
FCA00842,CUST10904,2026-05-04,Fraud,Geo Anomaly,48.0,13762.73,Closed - Explained,0,2026-05
FCA00843,CUST10471,2026-08-30,KYC/EDD,PEP Exposure,60.0,44028.69,Closed - Explained,0,2026-08
FCA00844,CUST10303,2026-04-24,Fraud,Velocity Spike,74.0,68460.56,Escalated,1,2026-04
FCA00845,CUST10392,2026-03-22,Fraud,Geo Anomaly,50.0,33504.06,Escalated,1,2026-03
FCA00846,CUST11069,2026-09-24,Transaction Monitoring,High-Risk Wire,54.0,22454.35,Closed - Explained,0,2026-09
FCA00847,CUST10485,2026-06-30,Fraud,Geo Anomaly,37.0,16080.76,Closed - Explained,0,2026-06
FCA00848,CUST10989,2026-05-19,KYC/EDD,KYC Refresh,61.0,7051.73,Closed - Explained,0,2026-05
FCA00849,CUST10882,2026-05-01,KYC/EDD,PEP Exposure,76.0,19493.99,Closed - Explained,0,2026-05
FCA00850,CUST10421,2026-02-01,Sanctions,High-Risk Geography,61.0,128993.06,Escalated,1,2026-02
FCA00851,CUST11085,2026-07-05,Transaction Monitoring,High-Risk Wire,52.0,99064.2,Closed - Explained,0,2026-07
FCA00852,CUST10119,2026-07-15,Fraud,Account Takeover,62.0,1780.39,Escalated,1,2026-07
FCA00853,CUST10136,2026-07-13,Transaction Monitoring,Rapid Movement,32.0,39347.08,Escalated,1,2026-07
FCA00854,CUST11151,2026-05-21,Sanctions,Watchlist Exposure,58.0,36606.92,Escalated,1,2026-05
FCA00855,CUST10196,2026-01-01,Sanctions,Watchlist Exposure,46.0,4769.94,Closed - Explained,0,2026-01
FCA00856,CUST10260,2026-07-11,Fraud,Velocity Spike,65.0,38510.09,Escalated,1,2026-07
FCA00857,CUST10978,2026-02-06,Sanctions,Name Match,58.0,33060.88,Escalated,1,2026-02
FCA00858,CUST10492,2026-07-18,Transaction Monitoring,High-Risk Wire,79.0,11289.95,Escalated,1,2026-07
FCA00859,CUST10517,2026-03-30,KYC/EDD,PEP Exposure,47.0,9587.08,Closed - Explained,0,2026-03
FCA00860,CUST10426,2026-03-01,Transaction Monitoring,Unusual Volume,58.0,140884.92,Closed - Explained,0,2026-03
FCA00861,CUST11023,2026-01-02,Transaction Monitoring,Structuring,25.0,14678.27,Closed - Explained,0,2026-01
FCA00862,CUST11140,2026-09-26,Transaction Monitoring,Unusual Volume,64.0,90276.23,Closed - Explained,0,2026-09
FCA00863,CUST10275,2026-04-22,KYC/EDD,KYC Refresh,58.0,57898.13,Closed - Explained,0,2026-04
FCA00864,CUST10566,2026-03-24,Transaction Monitoring,Unusual Volume,43.0,30514.42,Closed - Explained,0,2026-03
FCA00865,CUST10637,2026-05-11,Transaction Monitoring,Unusual Volume,69.0,4590.75,Escalated,1,2026-05
FCA00866,CUST10798,2026-01-22,Transaction Monitoring,Structuring,40.0,17221.21,Closed - Explained,0,2026-01
FCA00867,CUST11154,2026-05-01,Transaction Monitoring,Structuring,42.0,16014.02,Closed - Explained,0,2026-05
FCA00868,CUST10366,2026-06-06,Transaction Monitoring,Structuring,86.0,125162.81,Closed - Explained,0,2026-06
FCA00869,CUST11184,2026-06-04,Sanctions,Name Match,44.0,11169.28,Escalated,1,2026-06
FCA00870,CUST10256,2026-03-29,Transaction Monitoring,Unusual Volume,54.0,37112.7,Closed - Explained,0,2026-03
FCA00871,CUST10278,2026-09-13,Transaction Monitoring,Rapid Movement,82.0,16342.52,Escalated,1,2026-09
FCA00872,CUST10764,2026-09-25,Transaction Monitoring,Unusual Volume,57.0,24186.74,Closed - Explained,0,2026-09
FCA00873,CUST10110,2026-04-10,KYC/EDD,KYC Refresh,65.0,63213.06,Escalated,1,2026-04
FCA00874,CUST10273,2026-05-12,Fraud,Velocity Spike,65.0,34140.78,Closed - Explained,0,2026-05
FCA00875,CUST10359,2026-09-17,KYC/EDD,PEP Exposure,47.0,92739.11,Escalated,1,2026-09
FCA00876,CUST10029,2026-06-25,Fraud,Geo Anomaly,70.0,22381.84,Closed - Explained,0,2026-06
FCA00877,CUST10507,2026-03-04,KYC/EDD,KYC Refresh,73.0,8804.88,Closed - Explained,0,2026-03
FCA00878,CUST10906,2026-03-25,Transaction Monitoring,Rapid Movement,73.0,77237.28,Escalated,1,2026-03
FCA00879,CUST10010,2026-06-04,Fraud,Account Takeover,48.0,40330.92,Closed - Explained,0,2026-06
FCA00880,CUST10404,2026-05-25,Transaction Monitoring,Rapid Movement,54.0,65792.13,Closed - Explained,0,2026-05
FCA00881,CUST10538,2026-03-28,Fraud,Account Takeover,64.0,9913.0,Escalated,1,2026-03
FCA00882,CUST10688,2026-08-11,KYC/EDD,PEP Exposure,88.0,21072.58,Escalated,1,2026-08
FCA00883,CUST10170,2026-02-25,Sanctions,Watchlist Exposure,63.0,72092.14,Escalated,1,2026-02
FCA00884,CUST10195,2026-05-05,KYC/EDD,Adverse Media,53.0,38255.43,Closed - Explained,0,2026-05
FCA00885,CUST10045,2026-05-20,Transaction Monitoring,Unusual Volume,49.0,10668.41,Closed - Explained,0,2026-05
FCA00886,CUST11192,2026-06-08,Transaction Monitoring,High-Risk Wire,60.0,21825.56,Escalated,1,2026-06
FCA00887,CUST10913,2026-01-16,Transaction Monitoring,Rapid Movement,60.0,41823.99,Escalated,1,2026-01
FCA00888,CUST10292,2026-08-01,Fraud,Suspicious Merchant,26.0,7521.55,Escalated,1,2026-08
FCA00889,CUST10942,2026-02-11,Transaction Monitoring,High-Risk Wire,66.0,6121.08,Closed - Explained,0,2026-02
FCA00890,CUST11005,2026-07-04,Fraud,Geo Anomaly,64.0,113118.09,Escalated,1,2026-07
FCA00891,CUST11072,2026-07-07,Fraud,Geo Anomaly,64.0,4418.01,Closed - Explained,0,2026-07
FCA00892,CUST10004,2026-01-10,Sanctions,Name Match,59.0,31784.3,Escalated,1,2026-01
FCA00893,CUST10877,2026-07-17,KYC/EDD,Adverse Media,51.0,128128.66,Closed - Explained,0,2026-07
FCA00894,CUST10141,2026-02-08,Sanctions,High-Risk Geography,67.0,10533.59,Escalated,1,2026-02
FCA00895,CUST11066,2026-03-31,Transaction Monitoring,Rapid Movement,35.0,14582.76,Closed - Explained,0,2026-03
FCA00896,CUST11144,2026-02-05,Fraud,Suspicious Merchant,63.0,43644.7,Closed - Explained,0,2026-02
FCA00897,CUST10531,2026-03-07,Transaction Monitoring,Unusual Volume,28.0,13088.79,Closed - Explained,0,2026-03
FCA00898,CUST10982,2026-03-17,Transaction Monitoring,Unusual Volume,78.0,82022.65,Closed - Explained,0,2026-03
FCA00899,CUST10944,2026-01-31,Fraud,Geo Anomaly,55.0,11982.02,Closed - Explained,0,2026-01
FCA00900,CUST10531,2026-09-02,KYC/EDD,Source of Funds,53.0,27910.76,Closed - Explained,0,2026-09
FCA00901,CUST10809,2026-04-06,Transaction Monitoring,High-Risk Wire,54.0,24262.34,Escalated,1,2026-04
FCA00902,CUST10760,2026-02-06,Transaction Monitoring,High-Risk Wire,74.0,33844.34,Escalated,1,2026-02
FCA00903,CUST10387,2026-04-29,KYC/EDD,PEP Exposure,62.0,43981.63,Closed - Explained,0,2026-04
FCA00904,CUST10395,2026-03-13,Transaction Monitoring,Unusual Volume,78.0,20921.37,Closed - Explained,0,2026-03
FCA00905,CUST11023,2026-07-27,Fraud,Velocity Spike,73.0,9327.4,Closed - Explained,0,2026-07
FCA00906,CUST10789,2026-02-25,KYC/EDD,Source of Funds,66.0,94778.49,Closed - Explained,0,2026-02
FCA00907,CUST10692,2026-09-07,Transaction Monitoring,Structuring,68.0,77707.1,Escalated,1,2026-09
FCA00908,CUST10332,2026-08-09,KYC/EDD,Source of Funds,54.0,15408.98,Closed - Explained,0,2026-08
FCA00909,CUST10877,2026-07-23,Fraud,Velocity Spike,34.0,5999.24,Closed - Explained,0,2026-07
FCA00910,CUST10578,2026-04-06,Fraud,Geo Anomaly,74.0,24828.7,Closed - Explained,0,2026-04
FCA00911,CUST10650,2026-02-14,Transaction Monitoring,Structuring,68.0,16696.14,Escalated,1,2026-02
FCA00912,CUST10323,2026-05-03,KYC/EDD,Source of Funds,52.0,4198.58,Closed - Explained,0,2026-05
FCA00913,CUST10821,2026-06-28,Transaction Monitoring,High-Risk Wire,64.0,11656.16,Escalated,1,2026-06
FCA00914,CUST10672,2026-09-18,Fraud,Account Takeover,41.0,16019.19,Closed - Explained,0,2026-09
FCA00915,CUST10558,2026-02-07,Transaction Monitoring,Structuring,100.0,112179.46,Closed - Explained,0,2026-02
FCA00916,CUST10120,2026-08-26,Sanctions,High-Risk Geography,73.0,80935.11,Escalated,1,2026-08
FCA00917,CUST10393,2026-09-27,Sanctions,Watchlist Exposure,65.0,8123.02,Escalated,1,2026-09
FCA00918,CUST10200,2026-08-17,Transaction Monitoring,Structuring,52.0,5822.71,Closed - Explained,0,2026-08
FCA00919,CUST10302,2026-09-22,Fraud,Velocity Spike,32.0,110605.26,Closed - Explained,0,2026-09
FCA00920,CUST11039,2026-02-20,Fraud,Suspicious Merchant,77.0,148635.1,Closed - Explained,0,2026-02
FCA00921,CUST10439,2026-01-16,Sanctions,High-Risk Geography,21.0,1601.06,Closed - Explained,0,2026-01
FCA00922,CUST10240,2026-01-17,Fraud,Suspicious Merchant,29.0,35360.36,Closed - Explained,0,2026-01
FCA00923,CUST10973,2026-08-15,Transaction Monitoring,High-Risk Wire,64.0,9977.37,Escalated,1,2026-08
FCA00924,CUST10326,2026-04-27,Transaction Monitoring,Unusual Volume,78.0,14612.33,Closed - Explained,0,2026-04
FCA00925,CUST10536,2026-09-17,KYC/EDD,KYC Refresh,70.0,3338.47,Closed - Explained,0,2026-09
FCA00926,CUST10885,2026-05-24,Fraud,Account Takeover,44.0,12808.86,Closed - Explained,0,2026-05
FCA00927,CUST10781,2026-09-19,Transaction Monitoring,Structuring,75.0,75761.16,Closed - Explained,0,2026-09
FCA00928,CUST10465,2026-01-30,Transaction Monitoring,Structuring,45.0,5802.26,Closed - Explained,0,2026-01
FCA00929,CUST10757,2026-02-01,KYC/EDD,KYC Refresh,52.0,17398.29,Closed - Explained,0,2026-02
FCA00930,CUST10973,2026-01-18,Transaction Monitoring,Structuring,67.0,22090.12,Escalated,1,2026-01
FCA00931,CUST10635,2026-06-30,Transaction Monitoring,Rapid Movement,57.0,14753.85,Closed - Explained,0,2026-06
FCA00932,CUST10379,2026-07-24,Sanctions,Name Match,59.0,7564.25,Closed - Explained,0,2026-07
FCA00933,CUST10143,2026-04-05,Transaction Monitoring,Unusual Volume,60.0,12144.08,Escalated,1,2026-04
FCA00934,CUST10944,2026-08-12,Transaction Monitoring,Structuring,65.0,22382.72,Closed - Explained,0,2026-08
FCA00935,CUST10431,2026-07-15,Transaction Monitoring,High-Risk Wire,100.0,105374.81,Closed - Explained,0,2026-07
FCA00936,CUST10736,2026-02-15,Fraud,Account Takeover,99.0,94981.09,Escalated,1,2026-02
FCA00937,CUST10038,2026-04-28,Transaction Monitoring,Unusual Volume,79.0,13903.69,Escalated,1,2026-04
FCA00938,CUST10044,2026-01-31,Fraud,Velocity Spike,52.0,16354.13,Closed - Explained,0,2026-01
FCA00939,CUST10864,2026-01-05,Transaction Monitoring,High-Risk Wire,58.0,69720.09,Closed - Explained,0,2026-01
FCA00940,CUST10257,2026-01-01,Fraud,Suspicious Merchant,82.0,45957.58,Escalated,1,2026-01
FCA00941,CUST10733,2026-05-02,Sanctions,Name Match,45.0,33991.73,Closed - Explained,0,2026-05
FCA00942,CUST10156,2026-02-18,Sanctions,High-Risk Geography,51.0,46020.8,Closed - Explained,0,2026-02
FCA00943,CUST10651,2026-08-31,Fraud,Velocity Spike,46.0,87800.38,Escalated,1,2026-08
FCA00944,CUST10161,2026-03-09,Transaction Monitoring,Structuring,68.0,41789.76,Closed - Explained,0,2026-03
FCA00945,CUST10706,2026-01-08,Transaction Monitoring,High-Risk Wire,75.0,40945.45,Escalated,1,2026-01
FCA00946,CUST10882,2026-07-14,KYC/EDD,PEP Exposure,80.0,21122.98,Escalated,1,2026-07
FCA00947,CUST10451,2026-07-03,Sanctions,Watchlist Exposure,69.0,26424.41,Escalated,1,2026-07
FCA00948,CUST10652,2026-01-30,Transaction Monitoring,Unusual Volume,68.0,1514.93,Closed - Explained,0,2026-01
FCA00949,CUST10655,2026-07-15,Sanctions,High-Risk Geography,65.0,14319.98,Escalated,1,2026-07
FCA00950,CUST10652,2026-01-21,Fraud,Account Takeover,72.0,88032.04,Closed - Explained,0,2026-01
FCA00951,CUST10979,2026-04-08,KYC/EDD,Source of Funds,31.0,391088.35,Closed - Explained,0,2026-04
FCA00952,CUST10125,2026-08-12,Fraud,Geo Anomaly,8.0,33757.85,Escalated,1,2026-08
FCA00953,CUST10480,2026-08-30,Fraud,Velocity Spike,61.0,48593.01,Closed - Explained,0,2026-08
FCA00954,CUST10626,2026-01-26,Fraud,Geo Anomaly,71.0,13074.72,Escalated,1,2026-01
FCA00955,CUST11049,2026-01-06,KYC/EDD,Source of Funds,36.0,14671.89,Closed - Explained,0,2026-01
FCA00956,CUST10641,2026-07-14,Transaction Monitoring,Rapid Movement,27.0,31255.77,Escalated,1,2026-07
FCA00957,CUST10062,2026-04-10,KYC/EDD,KYC Refresh,57.0,135075.73,Closed - Explained,0,2026-04
FCA00958,CUST10723,2026-02-28,Transaction Monitoring,Unusual Volume,63.0,23352.59,Escalated,1,2026-02
FCA00959,CUST10131,2026-05-16,Sanctions,Watchlist Exposure,49.0,24722.43,Closed - Explained,0,2026-05
FCA00960,CUST10741,2026-01-04,Sanctions,High-Risk Geography,61.0,49771.86,Escalated,1,2026-01
FCA00961,CUST10571,2026-04-14,Sanctions,Name Match,51.0,5364.99,Closed - Explained,0,2026-04
FCA00962,CUST10951,2026-06-20,KYC/EDD,Adverse Media,95.0,6044.79,Closed - Explained,0,2026-06
FCA00963,CUST10246,2026-03-05,Transaction Monitoring,Unusual Volume,53.0,27424.07,Closed - Explained,0,2026-03
FCA00964,CUST11104,2026-02-27,KYC/EDD,PEP Exposure,49.0,37831.71,Closed - Explained,0,2026-02
FCA00965,CUST10073,2026-09-04,Fraud,Suspicious Merchant,49.0,11333.29,Closed - Explained,0,2026-09
FCA00966,CUST10018,2026-06-18,Transaction Monitoring,Rapid Movement,66.0,232597.6,Closed - Explained,0,2026-06
